isbn,e-isbn,title,auth-first,auth-last,trnsl-first,trnsl-last,publisher,genre,price,pubdate mo,pubdate yr,language,country,addl auth,addl trnsl,auth gender,trnsl gend
9.78156E+12,,Impossible Fairy Tale,Yujoo,Han,Janet,Hong,Graywolf,Fiction,16,Mar,2017,Korean,Korea,,,Female,Female
9.78037E+12,,Don Juan,Peter,Handke,Krishna,Winston,FSG,Fiction,22,Feb,2010,German,Austria,,,Male,Female
9.78037E+12,,Moravian Night,Peter,Handke,Krishna,Winston,FSG,Fiction,26,Dec,2016,German,Austria,,,Male,Female
9.78086E+12,,Storm Still,Peter,Handke,Martin,Chalmers,Seagull Books,Fiction,21,Feb,2014,German,Austria,,,Male,Male
9.78191E+12,,Till Day You Do Part or A Question of Light,Peter,Handke,Mike,Mitchell,Seagull Books,Fiction,12,Dec,2010,French,Austria,,,Male,Male
9.78273E+12,,Rosey Posey Is Not Dirty!,Virginie,Hanna,Susan Allen,Maurin,Editions Auzou,Children's,6.95,Apr,2012,French,France,,,,
9.78273E+12,,Shelby the Flying Snail,Virginie,Hanna,Susan Allen,Maurin,Editions Auzou,Children's,6.95,Apr,2012,French,France,,,,
9.78125E+12,,This House Is Mine,Dorte,Hansen,Anne,Stokes,St. Martin's,Fiction,26.99,Nov,2016,German,Germany,,,Female,Female
9.78161E+12,,Celtic Conspiracy,Thore,Hansen,Anne,Adams,AmazonCrossing,Fiction,14.95,May,2012,German,Germany,,,Male,Female
9.78154E+12,,Valley of Terror,Zhou,Haohui,Bonnie,Huie,AmazonCrossing,Fiction,14.95,Aug,2017,Chinese,China,,,Male,Female
9.78086E+12,,Blue Venom and Forbidden Incense,Syed Shamsul,Haq,Saugata,Ghosh,Seagull Books,Fiction,21.5,Jun,2018,Bengali,Bangladesh,,Arunava Sinha;,Male,Male
9.78099E+12,,Guarding the Air,Gunnar,Harding,Roger,Greenwald,Black Widow Press,Poetry,24,Mar,2014,Swedish,Sweden,,,Male,Male
9.78273E+12,,Dancers of the World,Aurelia,Hardy,Susan Allen,Maurin,Editions Auzou,Children's,19.95,Oct,2012,French,France,,,,
9.78193E+12,,Confessions of Noa Weber,Gail,Hareven,Dalya,Bilu,Melville House,Fiction,16.95,Feb,2009,Hebrew,Israel,,,Female,Female
9.78194E+12,,"Lies, First Person",Gail,Hareven,Dalya,Bilu,Open Letter,Fiction,15.95,Feb,2015,Hebrew,Israel,,,Female,Female
9.78158E+12,,Others,Siba al,Harez,Marilyn,Booth,Seven Stories Press,Fiction,24.95,Apr,2009,Arabic,Saudi Arabia,,,Female,Female
9.78072E+12,,Apothecary Melchior and the Ghost of Rataskaevu Street,Indrek,Hargla,Christopher,Moseley,Peter Owen Publishers,Fiction,15.95,Nov,2016,Estonian,Estonia,,,Male,Male
9.78194E+12,,Of Children and Adolescents,Stylianos,Harkianakis,Peter,Bien,Red Dragonfly Press,Poetry,15,Apr,2013,Greek,Greece,,,Male,Male
9.78072E+12,,Apothecary Melchior and the Mystery of St. Olaf's Church,Indrek,Harkla,Adam,Cullen,Peter Owen Publishers,Fiction,16.95,Feb,2016,Estonian,Estonia,,,Male,Male
9.7815E+12,,Burnt Land,Tua,Harno,Kristian,London,AmazonCrossing,Fiction,14.95,Mar,2017,Finnish,Finland,,,Female,Male
9.78084E+12,,Cipango,Tomas,Harris,Daniel,Shapiro,Bucknell University Press,Poetry,44.5,Dec,2009,Spanish,Chile,,,Male,Male
9.78032E+12,,172 Hours on the Moon,Johan,Harstad,Tara,Chace,"Little, Brown",Children's,17.99,Apr,2012,Norwegian,Norway,,,,
9.78161E+12,,"Buzz Aldrin, What Happened to You in All the Confusion?",Johan,Harstad,Deborah,Dawkin,Seven Stories Press,Fiction,30,Jun,2011,Norwegian,Norway,,,Male,Female
9.7815E+12,,Grave Intent,Alexander,Hartung,Steve,Anderson,AmazonCrossing,Fiction,14.95,Jan,2016,German,Germany,,,Male,Male
9.78148E+12,,Until the Debt Is Paid,Alexander,Hartung,Steve,Anderson,AmazonCrossing,Fiction,10.99,Nov,2014,German,Germany,,,Male,Male
9.78031E+12,,In Praise of the Unfinished,Julia,Hartwig,John,Carpenter,Knopf,Poetry,25,Mar,2008,Polish,Poland,,Bogdana Carpenter;,Female,Both
9.78081E+12,,It Will Return,Julia,Hartwig,John,Carpenter,Northwestern University Press,Poetry,16.95,Apr,2010,Polish,Poland,,Bogdana Carpenter;,Female,Both
9.78156E+12,,Am I a Redundant Human Being?,Mela,Hartwig,Kerri,Pierce,Dalkey Archive,Fiction,13.95,Aug,2010,German,Austria,,,Female,Female
9.78144E+12,,Korean War,Wada,Haruki,Frank,Baldwin,Rowman and Littlefield,Nonfiction,44,Nov,2013,Japanese,Japan,,,,
9.7815E+12,,Affections,Rodrigo,Hasbun,Sophie,Hughes,Simon &amp; Schuster,Fiction,23,Sep,2017,Spanish,Bolivia,,,Male,Female
9.78802E+12,,Behind the Lines,Jaroslav,Hasek,Michael,Corner,Karolinum Press,Fiction,25,Oct,2012,Czech,Czech Republic,,,Male,Male
9.78185E+12,,Orphans of Eldorado,Milton,Hatoum,John,Gledson,Canongate,Fiction,14.95,May,2012,Portuguese,Brazil,,,Male,Male
9.7815E+12,,First There Was Silence,Leonie,Haubrich,Ruth Gentes,Krawczyk,AmazonCrossing,Fiction,14.95,Jan,2016,German,Germany,,,Female,Female
9.78194E+12,,Luminous Spaces,Olav,Hauge,Olav,Grinde,White Pine,Poetry,22,May,2016,Norwegian,Norway,,,Male,Male
9.78156E+12,,Dream We Carry,Olav H.,Hauge,Robert,Bly,Copper Canyon,Poetry,18,Oct,2008,Norwegian,Norway,Robert Hedin;,,Male,Male
9.78193E+12,,Meditations on Georges de La Tour,Paal-Helge,Haugen,Roger,Greenwald,Book*hug,Poetry,18,May,2013,Norwegian,Norway,,,Male,Male
9.7815E+12,,Black Tongue,Marko,Hautala,Jenni,Salmi,AmazonCrossing,Fiction,14.95,Sep,2015,Finnish,Finland,,,Male,Female
9.78191E+12,,Open Door,Iosi,Havilio,Beth,Fowler,And Other Stories,Fiction,15.95,Sep,2013,Spanish,Argentina,,,Male,Female
9.78191E+12,,Paradises,Iosi,Havilio,Beth,Fowler,And Other Stories,Fiction,15.95,Oct,2013,Spanish,Argentina,,,Male,Female
9.78191E+12,,Petite Fleur,Iosi,Havilio,Lorna,Scott-Fox,And Other Stories,Fiction,13.95,Oct,2017,Spanish,Argentina,,,Male,Female
9.78142E+12,,Ouroboros Wave,Jyouji,Hayashi,Jim,Hubbert,Viz Media,Fiction,14.99,Nov,2010,Japanese,Japan,,,Male,Male
9.78178E+12,,People's History of the French Revolution,Eric,Hazan,David,Fernbach,Verso,Nonfiction,29.95,Sep,2014,French,France,,,,
9.78023E+12,,Remains of Life,Wu,He,Michael,Berry,Columbia University Press,Fiction,28,Apr,2017,Chinese,Taiwan,,,Male,Male
9.78079E+12,,Grand Medieval Bestiary: Animals in Illuminated Manuscripts,Christian,Heck,John,Goodman,Abbeville,Nonfiction,135,Dec,2012,French,France,,,,
9.78081E+12,,Eden,Yael,Hedaya,Jessica,Cohen,Metropolitan,Fiction,30,Nov,2010,Hebrew,Israel,,,Female,Female
9.78156E+12,,Best of Contemporary Fiction from Georgia,Elizabeth,Heighway,various,various,Dalkey Archive,Fiction,17.95,May,2012,Georgian,Georgia,,,Both,Both
9.78098E+12,,Warmth of a Taxidermied Animal,Tytti,Heikkinen,Niina,Pollari,Action Books,Poetry,16,Nov,2013,Finnish,Finland,,,Female,Female
9.78081E+12,,Settlement,Christoph,Hein,Philip,Boehm,Metropolitan,Fiction,26,Sep,2008,German,Germany,,,Male,Male
9.78379E+12,,13 Painters Children Should Know,Florian,Heine,Cynthia,Hall,Prestel,Children's,14.95,Oct,2012,German,Germany,,,,
9.7819E+12,,Good Hope,William,Heinesen,W. Glyn,Jones,Dedalus Books,Fiction,19.99,Nov,2011,Danish,Faroe Islands,,,Male,Male
9.78191E+12,,Mother Pleiades,William,Heinesen,W. Glyn,Jones,Dedalus Books,Fiction,13.99,Mar,2012,Danish,Faroe Islands,,,Male,Male
9.78158E+12,,Introduction to the Three Volumes of Karl Marx's Capital,Michael,Heinrich,Alexander,Locascio,Monthly Review,Nonfiction,15.95,Jun,2012,German,Germany,,,,
9.7816E+12,,"Manual of Seed Saving: Harvesting, Storing, and Sowing Techniques for Vegetables, Herbs, and Fruits",Andrea,Heistinger,Ian,Miller,Timber,Nonfiction,39.95,Sep,2013,German,Austria,,,,
9.78032E+12,,Dwarves,Markus,Heitz,Ann,Spencer,Orbit,Fiction,15.99,Jul,2009,German,Germany,,,Male,Female
9.78156E+12,,Across the China Sea,Gaute,Heivoll,Nadia,Christensen,Graywolf,Fiction,16,Sep,2017,Norwegian,Norway,,,Male,Female
9.78156E+12,,Before I Burn,Gaute,Heivoll,Don,Bartlett,Graywolf,Fiction,26,Jan,2014,Norwegian,Norway,,,Male,Male
9.78193E+12,,End of the Story,Liliana,Heker,Andrea,Labinger,Biblioasis,Fiction,16.95,May,2012,Spanish,Argentina,,,Female,Female
9.7803E+12,,Please Talk to Me,Liliana,Heker,Alberto,Manguel,Yale University Press,Fiction,16,May,2015,Spanish,Argentina,,Miranda France;,Female,Male
9.78191E+12,,This Place Holds No Fear,Monika,Held,Anne,Posten,Haus,Fiction,22.95,Apr,2015,German,Germany,,,Female,Female
9.78161E+12,,Chaperoned,Dora,Heldt,Jamie Lee,Searle,AmazonCrossing,Fiction,14.95,Jul,2012,German,Germany,,,Female,Female
9.78161E+12,,Inseparable,Dora,Heldt,Jamie Lee,Searle,AmazonCrossing,Fiction,14.95,Dec,2011,German,Germany,,,Female,Female
9.78161E+12,,Life after Forty,Dora,Heldt,Jamie Lee,Searle,AmazonCrossing,Fiction,13.95,Apr,2011,German,Germany,,,Female,Female
9.78161E+12,,Tidal Shift,Dora,Heldt,Jamie Lee,Searle,AmazonCrossing,Fiction,14.95,May,2013,German,Germany,,,Female,Female
9.78159E+12,,This Should Be Written in the Present Tense,Helle,Helle,Martin,Aitken,Soft Skull,Fiction,15.95,Jan,2016,Danish,Denmark,,,Female,Male
9.78158E+12,,Gush,Yo,Hemmi,Giles,Murray,Counterpoint,Fiction,25,Aug,2010,Japanese,Japan,,,Male,Male
9.78156E+12,,Best European Fiction 2010,Aleksandar,Hemon,various,various,Dalkey Archive,Fiction,15.95,Jan,2010,Various,,,,Male,Both
9.78156E+12,,Best European Fiction 2011,Aleksandar,Hemon,various,various,Dalkey Archive,Fiction,17.95,Nov,2010,Various,,,,Male,Both
9.78156E+12,,Best European Fiction 2012,Aleksandar,Hemon,various,various,Dalkey Archive,Fiction,17.95,Nov,2011,Various,,,,Male,Both
9.78156E+12,,Best European Fiction 2013,Aleksandar,Hemon,various,various,Dalkey Archive,Fiction,16,Nov,2012,Various,,,,Male,Both
9.78144E+12,,Unfolding of Words: Commentary in the Age of Erasmus,Judith Rice,Henderson,Karen,Mak,University of Toronto Press,Nonfiction,65,Dec,2012,French,,,,,
9.78099E+12,,"Lizard Telepathy, Fox Telepathy",Yoshinori,Henguchi,David Michael,Ramirez,Chin Music Press,Poetry,20,Jul,2013,Japanese,Japan,,,Male,Male
9.78148E+12,,Elven,Bernhard,Hennen,Edwin,Miles,AmazonCrossing,Fiction,14.95,Aug,2015,German,Germany,James Sullivan;,,Male,Male
9.7815E+12,,Elven Winter,Bernhard,Hennen,Edwin,Miles,AmazonCrossing,Fiction,14.95,Jan,2018,German,Germany,,,Male,Male
9.78081E+12,,Incarnation,Michel,Henry,Karl,Hefty,Northwestern University Press,Nonfiction,29.95,Jun,2015,French,France,,,,
9.78075E+12,,Cultures of Mediatization,Andreas,Hepp,Keith,Tribe,Polity Books,Nonfiction,22.95,Nov,2012,German,Germany,,,,
9.78156E+12,,Tomb Song,Julian,Herbert,Christina,MacSweeney,Graywolf,Fiction,16,Mar,2018,Spanish,Mexico,,,Male,Female
9.78185E+12,,Third Shore: Chinese and English-Language Poets in Mutual Translation,W. N.,Herbert,various,various,Shearsman Books,Poetry,20,Sep,2013,Chinese,China,,,Male,Both
9.78193E+12,,Les Trophees,Jose Maria,Heredia,John,Anson,Dos Madres Press,Poetry,18,Apr,2013,French,France,,,Male,Male
9.78086E+12,,"Culture in Dark Times: Nazi Fascism, Inner Emigration, and Exile",Jost,Hermand,Victoria,Hill,Berghahn Books,Nonfiction,80,Dec,2012,German,Germany,,,,
9.78194E+12,,Herr Faustini Takes a Trip: The Challenge of Happiness,Wolfgang,Hermann,Rachel,Hildebrand,KBR Digital Publishing,Fiction,11,Dec,2015,German,Austria,,,Male,Female
9.78194E+12,,Paris Berlin New York / The Color of the City,Wolfgang,Hermann,Mark,Miscovich,KBR Publishers,Fiction,0,Dec,2016,German,Austria,,,Male,Male
9.78031E+12,,Tulip Virus,Danielle,Hermans,David,MacKay,Minotaur,Fiction,24.99,Apr,2010,Dutch,Netherlands,,,Female,Male
9.78159E+12,,Darkroom of Damocles,Willem Frederik,Hermans,Ina,Rilke,Overlook,Fiction,27.95,Jun,2008,Dutch,Netherlands,,,Male,Female
9.78146E+12,,Devil's Sanctuary,Maire,Hermanson,Neil,Smith,Grand Central,Fiction,15,Sep,2013,Swedish,Sweden,,,Female,Male
9.78178E+12,,Narcoland: The Mexican Drug Lords and Their Godfathers,Anabel,Hernandez,Iain,Bruce,Verso,Nonfiction,26.95,Sep,2013,Spanish,Mexico,,,,
9.78098E+12,,Sangama: A Story of the Amazon Jungle,Arturo,Hernandez,Raymond,Enstam,Quaestor,Fiction,14.95,Oct,2014,Spanish,Peru,,,Male,Male
9.78968E+12,,"Sun, Stone, and Shadows: 20 Great Mexican Short Stories",Jorge,Hernandez,various,various,Fondo de Cultura Economica,Fiction,10,Jun,2008,Spanish,Mexico,,,Both,Both
9.78098E+12,,School of Solitude,Luis,Hernandez,Anthony,Guest,Swan Isle Press,Poetry,20,Aug,2015,Spanish,Peru,,,Male,Male
9.78159E+12,,Miguel Hernandez,Miguel,Hernandez,Don,Share,New York Review Books,Poetry,12.95,Apr,2013,Spanish,Spain,,,Male,Male
9.78849E+12,,Escape Attempt,Miguel Angel,Hernandez,Rhett,McNeil,Hispabooks Publishing,Fiction,16.95,Apr,2016,Spanish,Spain,,,Male,Male
9.78957E+12,,They Have Fired Her Again,Claudia,Hernández,Aarón,Lacayo,Sangria,Fiction,15,Mar,2016,Spanish,El Salvador,,,Female,Male
9.78185E+12,,Selected Poems,Fernando de,Herrera,Luis,Ingelmo,Shearsman Books,Poetry,17,Mar,2014,Spanish,Spain,,Michael Smith;,Male,Male
9.78098E+12,,Always Rebellious,Georgina,Herrera,Maria,Rodriguez-Alcala,Cubanabooks,Poetry,15.95,Nov,2014,Spanish,Cuba,,,Female,Female
9.78191E+12,,Kingdom Cons,Yuri,Herrera,Lisa,Dillman,And Other Stories,Fiction,13.95,Jun,2017,Spanish,Mexico,,,Male,Female
9.78191E+12,,Signs Preceding the End of the World,Yuri,Herrera,Lisa,Dillman,And Other Stories,Fiction,15.95,Mar,2015,Spanish,Mexico,,,Male,Female
9.78191E+12,,Transmigration of Bodies,Yuri,Herrera,Lisa,Dillman,And Other Stories,Fiction,13.95,Jul,2016,Spanish,Mexico,,,Male,Female
9.78179E+12,,Cleaner,Elisabeth,Herrmann,Bradley,Schmidt,Manilla,Fiction,12.95,Jul,2017,German,Germany,,,Female,Male
9.78168E+12,,Sand,Wolfgang,Herrndorf,Tim,Mohr,New York Review Books,Fiction,17.95,Jun,2018,German,Germany,,,Male,Male
9.78055E+12,,Why We Took the Car,Wolfgang,Herrndorf,Tim,Mohr,Scholastic,Children's,17.99,Jan,2014,German,Germany,,,,
9.78055E+12,,Why We Took the Car,Wolfgang,Herrndorf,Tim,Mohr,Scholastic,Children's,17.99,Jan,2014,German,Germany,,,,
9.7811E+12,,War and Turpentine,Stefan,Hertmans,David,McKay,Pantheon,Fiction,26.95,Aug,2016,Dutch,Belgium,,,Male,Male
9.7815E+12,,Trail of Miracles,Smadar,Herzfeld,Aloma,Halter,AmazonCrossing,Fiction,14.95,May,2017,Hebrew,Israel,,,Female,Female
9.78177E+12,,So Long Marianne,Kari,Hesthamar,Helle,Goldman,ECW Press,Fiction,24.95,Jun,2014,Norwegian,Norway,,,Female,Female
9.78077E+12,,Hex,Thomas Olde,Heuvelt,Nancy,Forest-Flier,Tor,Fiction,25.99,May,2016,Dutch,Netherlands,,,Male,Female
9.781E+12,,Something Else,Ingmar,Heytze,Robert,Perry,Dutch Poets Press,Poetry,16,Jul,2017,Dutch,Netherlands,Saskia Stehouwer Joel Thomas Katz;,,Both,Male
9.78125E+12,,Three Envelopes,Nir,Hezroni,Steven,Cohen,St. Martin's,Fiction,24.99,Apr,2017,Hebrew,Israel,,,Male,Male
9.78191E+12,,Defenceless,Kati,Hiekkapelto,David,Hackston,Orenda,Fiction,14.95,Apr,2016,Finnish,Finland,,,Female,Male
9.78191E+12,,Exiled,Kati,Hiekkapelto,David,Hackston,Orenda,Fiction,14.95,Feb,2017,Finnish,Finland,,,Female,Male
9.78191E+12,,Hummingbird,Kati,Hiekkapelto,David,Hackston,Arcadia,Fiction,21,Jun,2015,Finnish,Finland,,,Female,Male
9.78031E+12,,Devotion of Suspect X,Keigo,Higashino,Alexander O.,Smith,Minotaur,Fiction,24.99,Feb,2011,Japanese,Japan,,Elye J. Alexander;,Male,Male
9.78125E+12,,Malice,Keigo,Higashino,Alexander,Smith,Minotaur,Fiction,24.99,Oct,2014,Japanese,Japan,,,Male,Male
9.78125E+12,,Midsummer's Equation,Keigo,Higashino,Alexander,Smith,Minotaur,Fiction,25.99,Feb,2016,Japanese,Japan,,,Male,Male
9.78194E+12,,Name of the Game Is a Kidnapping,Keigo,Higashino,Jan Mitsuko,Cash,Vertical,Fiction,22.95,Feb,2017,Japanese,Japan,,,Male,Female
9.78031E+12,,Salvation of a Saint,Keigo,Higashino,Alexander O.,Smith,Minotaur,Fiction,24.99,Oct,2012,Japanese,Japan,,Elye Alexander;,Male,Male
9.78125E+12,,Under the Midnight Sun,Keigo,Higashino,Alexander,Smith,Minotaur,Fiction,26.99,Nov,2016,Japanese,Japan,,Joseph Reeder;,Male,Male
9.78089E+12,,"Life's Good, Brother",Nazim,Hikmet,Mutlu Konuk,Blasing,Persea,Fiction,17.95,Jan,2013,Turkish,Turkey,,,Male,Female
9.78086E+12,,'I',Wolfgang,Hilbig,Isabel Fargo,Cole,Seagull Books,Fiction,27.5,Jul,2015,German,Germany,,,Male,Female
9.78193E+12,,Old Rendering Plant,Wolfgang,Hilbig,Isabel Fargo,Cole,Two Lines Press,Fiction,12.95,Nov,2017,German,Germany,,,Male,Female
9.78193E+12,,Sleep of the Righteous,Wolfgang,Hilbig,Isabel Fargo,Cole,Two Lines Press,Fiction,14.95,Oct,2015,German,Germany,,,Male,Female
9.7815E+12,,Estrid,Johanne,Hildebrandt,Tara,Chace,AmazonCrossing,Fiction,14.95,Oct,2017,Swedish,Sweden,,,Female,Female
9.7815E+12,,Unbroken Line of the Moon,Johanne,Hildebrandt,Tara,Chace,AmazonCrossing,Fiction,14.95,Oct,2016,Swedish,Sweden,,,Female,Female
9.78163E+12,,Tynset,Wolfgang,Hildesheimer,Jeffrey,Castle,Dalkey Archive,Fiction,15,Sep,2016,German,Germany,,,Male,Male
9.78026E+12,,War Games: A History of War on Paper,Philipp von,Hilgers,Ross,Benjamin,MIT,Nonfiction,28,Mar,2012,German,Germany,,,,
9.78077E+12,,Good Suicides,Antonio,Hill,Laura,McGloughlin,Crown,Fiction,26,Jun,2014,Spanish,Spain,,,Male,Female
9.78077E+12,,Summer of Dead Toys,Antonio,Hill,Laura,McGloughlin,Crown,Fiction,26,Jun,2013,Spanish,Spain,,,Male,Female
9.7815E+12,,Death of the Blue Flower,Roxann,Hill,Paul,Wagle,AmazonCrossing,Fiction,14.95,Sep,2015,German,Czech Republic,,,Female,Male
9.78148E+12,,Love Is Pink! ,Roxann,Hill,Elena,Mancini,AmazonCrossing,Fiction,10.99,Dec,2014,German,Czech Republic,,,Female,Female
9.78194E+12,,Letters from a Seducer,Hilda,Hilst,John,Keene,Nightboat Books,Fiction,15.95,Feb,2014,Portuguese,Brazil,,,Female,Male
9.78194E+12,,Obscene Madame D,Hilda,Hilst,,Nathanael,Nightboat Books,Fiction,14.95,Dec,2012,Portuguese,Brazil,,Rachel Gontijo Araujo;,Female,Female
9.78161E+12,,With My Dog Eyes,Hilda,Hilst,Adam,Morris,Melville House,Fiction,12.95,Apr,2014,Portuguese,Brazil,,,Female,Male
9.78082E+12,,Muslim Suicide,Bensalem,Himmich,Roger,Allen,Syracuse University Press,Fiction,29.95,Nov,2011,Arabic,Morocco,,,Male,Male
9.78082E+12,,My Torturess,Bensalem,Himmich,Roger,Allen,Syracuse University Press,Fiction,19.95,Apr,2015,Arabic,Morocco,,,Male,Male
9.78156E+12,,Isle of Dreams,Keizo,Hino,Charles de,Wolf,Dalkey Archive,Fiction,14.95,Dec,2010,Japanese,Japan,,,Male,Male
9.78161E+12,,Black Tulips,Jose Maria,Hinojosa,Mark,Statman,UNO Press,Poetry,18.95,Sep,2012,Spanish,Spain,,,Male,Male
9.78081E+12,,For the Fighting Spirit of the Walnut,Takashi,Hiraide,Sawao,Naayasu,New Directions,Poetry,17.95,Jun,2008,Japanese,Japan,,,Male,Female
9.78081E+12,,Guest Cat,Takashi,Hiraide,Eric,Selland,New Directions,Fiction,14.95,Jan,2014,Japanese,Japan,,,Male,Male
9.78037E+12,,Rainbow Troops,Andrea,Hirata,Angie,Kilbane,Sarah Crichton Books,Fiction,26,Feb,2013,Indonesian,Indonesia,,,Male,Female
9.78142E+12,,MM9,Yamamoto,Hiroshi,Nathan,Collins,Viz Media,Fiction,14.99,Jan,2012,Japanese,Japan,,,Male,Male
9.78098E+12,,When I Forgot,Elina,Hirvonen,Douglas,Robinson,Tin House,Fiction,12.95,May,2009,Finnish,Finland,,,Female,Male
9.78194E+12,,New Tales of Tono,Inoue,Hisashi,Christopher,Robins,MerwinAsia,Fiction,23,Jun,2013,Japanese,Japan,,,Male,Male
9.78194E+12,,All Backs Were Turned,Marek,Hlasko,Tomasz,Mirkowicz,New Vessel Press,Fiction,15.99,Dec,2014,Polish,Poland,,,Male,Male
9.7808E+12,,Borrowed,Chan,Ho-Kei,Jeremy,Tang,Black Cat,Fiction,16,Jan,2017,Chinese,China,,,Male,Male
9.78162E+12,,Sweetness of Life,Paulus,Hochgatterer,Jamie,Bulloch,MacLehose Press,Fiction,26.99,Dec,2014,German,Austria,,,Male,Male
9.78193E+12,,Conditions of Light,Emmanuel,Hocquard,Jean-Jacques,Poucel,Fence Books,Poetry,15,May,2010,French,France,,,Male,Male
9.78098E+12,,Invention of Glass,Emmanuel,Hocquard,Cole,Swensen,Canarium,Poetry,14,Apr,2012,French,France,,,Male,Female
9.78096E+12,,Kingdom of Souls,Daniela,Hodrova,Veronique,Firkusny,Jantar Publishing,Fiction,27,Aug,2015,Czech,Czech Republic,,Elena Sokol;,Female,Female
9.78096E+12,,"Prague, I See a City . . .",Daniela,Hodrova,David,Short,Jantar Publishing,Fiction,27,Aug,2015,Czech,Czech Republic,,,Female,Male
9.78159E+12,,Elephant Keepers' Children,Peter,Hoeg,Martin,Aitken,Other Press,Fiction,27.95,Oct,2012,Danish,Denmark,,,Male,Male
9.78187E+12,,Fortnight Before the Frost,Sigurd,Hoel,Sverre,Lyngstad,Norvik Press,Fiction,19.95,Jan,2011,Norwegian,Norway,,,Male,Male
9.78086E+12,,Among the Bieresch,Klaus,Hoffer,Isabel Fargo,Cole,Seagull Books,Fiction,27.5,Mar,2016,German,Germany,,,Male,Female
9.78037E+12,,Twentieth-Century German Poetry,Michael,Hoffmann,various,various,FSG,Poetry,20,Mar,2008,German,Germany,,,Male,Both
9.78081E+12,,Curriculum Vitae,Yoel,Hoffmann,Peter,Cole,New Directions,Fiction,14.95,Jul,2009,Hebrew,Israel,,,Male,Male
9.78081E+12,,Moods,Yoel,Hoffmann,Peter,Cole,New Directions,Fiction,15.95,Jun,2015,Hebrew,Israel,,,Male,Male
9.78099E+12,,Ascent,Ludwig,Hohl,Donna,Stonecipher,Black Square Editions,Fiction,15,Dec,2012,German,Switzerland,,,Male,Female
9.78373E+12,,Hexer from Salem - The House at the End of Time,Wolfgang,Hohlbein,William,Glucroft,Bastei Entertainment,Fiction,1.99,Oct,2016,German,Germany,,,Male,Male
9.78373E+12,,Hexer from Salem - The Tyrant from the Deep,Wolfgang,Hohlbein,William,Glucroft,Bastei Entertainment,Fiction,1.99,Oct,2016,German,Germany,,,Male,Male
9.78373E+12,,Hexer from Salem - Witches of Salem,Wolfgang,Hohlbein,William,Glucroft,Bastei Entertainment,Fiction,1.99,Oct,2016,German,Germany,,,Male,Male
9.78027E+12,,Roots of Brazil,Sergio Buarque de,Holanda,G. Harvey,Summ,University of Notre Dame,Nonfiction,28,Oct,2012,Portuguese,Brazil,,,,
9.78086E+12,,Nabati Poetry of the United Arab Emirates,Clive,Holes,Said,Salman Abu Athera,Ithaca Press,Poetry,74.95,Apr,2011,Arabic,United Arab Emirates,,,Male,Male
9.78027E+12,,On Antique Painting,Francisco de,Hollanda,Alice Sedgwick,Wohl,Pennsylvania State University Press,Nonfiction,89.95,Jun,2013,Portuguese,Portugal,,,,
9.78023E+12,,Land of the Five Flavors: A Cultural History of Chinese Cuisine,Thomas,Hollmann,Karen,Margolis,Columbia University Press,Nonfiction,30,Dec,2013,German,Germany,,,,
9.78178E+12,,Down for the Count,Martin,Holmen,Henning,Koch,Pushkin Press,Fiction,14.95,Aug,2017,Swedish,Sweden,,,Male,Male
9.78159E+12,,Unit,Ninni,Holmqvist,Marlaine,Delargy,Other Press,Fiction,23.95,Jun,2009,Swedish,Sweden,,,Female,Female
9.78145E+12,,1222: A Hannah Wilhelmsen Novel,Anne,Holt,Marlaine,Delargy,Scribner,Fiction,25,Dec,2011,Norwegian,Norway,,,Female,Female
9.7815E+12,,Beyond the Truth,Anne,Holt,Anne,Bruce,Scribner,Fiction,26,Dec,2016,Norwegian,Norway,,,Female,Female
9.78145E+12,,Blessed Are Those Who Thirst,Anne,Holt,Anne,Bruce,Scribner,Fiction,15,Dec,2012,Norwegian,Norway,,,Female,Female
9.78145E+12,,Blind Goddess,Anne,Holt,Tom,Geddes,Scribner,Fiction,15,Jun,2012,Norwegian,Norway,,,Female,Male
9.7815E+12,,Dead Joker,Anne,Holt,Anne,Bruce,Scribner,Fiction,26,Jul,2016,Norwegian,Norway,,,Female,Female
9.78145E+12,,Death of the Demon,Anne,Holt,Anne,Bruce,Scribner,Fiction,16,Jun,2013,Norwegian,Norway,,,Female,Female
9.7815E+12,,Lion's Mouth,Anne,Holt,Anne,Bruce,Scribner,Fiction,25,Feb,2016,Norwegian,Norway,Berit Reiss-Andersen;,,Female,Female
9.7815E+12,,No Echo,Anne,Holt,Anne,Bruce,Scribner,Fiction,26,Sep,2016,Norwegian,Norway,Berit Reiss-Andersen;,,Female,Female
9.78145E+12,,Odd Numbers,Anne,Holt,Anne,Bruce,Scrambler Books,Fiction,26,Jun,2017,Norwegian,Norway,,,Female,Female
9.78162E+12,,I Wish I Were a . . . ,Werner,Holzwarth,Talia Rebecca,Ergas,Skyhorse,Children's,16.95,Sep,2013,German,Germany,,,,
9.78125E+12,,Silent Dead,Tetsuya,Honda,Giles,Murray,Minotaur,Fiction,25.99,May,2016,Japanese,Japan,,,Male,Male
9.78125E+12,,Soul Cage,Tetsuya,Honda,Giles,Murray,Minotaur,Fiction,25.99,Jul,2017,Japanese,Japan,,,Male,Male
9.78024E+12,,K: The Art of Love,Ying,Hong,Nicky,Harman,Viking,Fiction,16,Jan,2011,Chinese,China,,,Female,Female
