isbn	e-isbn	title	auth-first	auth-last	trnsl-first	trnsl-last	publisher	genre	price	pubdate mo	pubdate yr	language	country	addl auth	addl trnsl	auth gender	trnsl gend
9781910633700		Block 46	Johana	Gustawsson	Maxim	Jakubowski	Orenda	Fiction	12.95	Oct	2017	French	France			Female	Male
9781592642519		World a Moment Later	Amir	Gutfreund	Jessica	Cohen	Toby Press	Fiction	24.95	Nov	2008	Hebrew	Israel			Male	Female
9781477818046		Last Bullet Calls It	Amir	Gutfruend	Yardenne	Greenspan	AmazonCrossing	Fiction	14.95	Apr	2017	Hebrew	Israel		Evan Fallenberg;	Male	Both
9781934414880		Folding Star and Other Poems	Jacek	Gutorow	Piotr	Florczyk	BOA Editions	Poetry	16	Jun	2012	Polish	Poland			Male	Male
9781628971651		Job Boj	Jorge	Guzman	Monica Ruiz	Anderson	Dalkey Archive	Fiction	17	Jan	2017	Spanish	Chile			Male	Female
9781612191690		Bone Man	Wolf	Haas	Annie	Janusch	Melville House	Fiction	14.95	Apr	2013	German	Austria			Male	Female
9781612191133		Brenner and God	Wolf	Haas	Annie	Janusch	Melville House	Fiction	14.95	Jun	2012	German	Austria			Male	Female
9781612193397		Come, Sweet Death!	Wolf	Haas	Annie	Janusch	Melville House	Fiction	15.95	Jul	2014	German	Austria			Male	Female
9781612192703		Resurrection	Wolf	Haas	Annie	Janusch	Melville House	Fiction	14.95	Feb	2014	German	Austria			Male	Female
9781572411661		Weather Fifteen Years Ago	Wolf	Haas	Stephanie	Gilardi	Ariadne Books	Fiction	21	May	2009	German	Austria	Thomas Hansen;		Male	Both
9781616087418		Bombing Hitler: The Story of the Man Who Almost Assassinated the Fuhrer	Hellmut	Haasis	William	Odom	Skyhorse	Nonfiction	24.95	Feb	2013	German	Germany				
9781846273230		Black Lake	Hella	Haasse	Ina	Rilke	Portobello	Fiction	9.95	Oct	2013	Dutch	Netherlands			Female	Female
9781609453060		Man Who Snapped His Fingers	Fariba	Hachtroudi	Alison	Anderson	Europa Editions	Fiction	16	Feb	2016	French	Iran			Female	Female
9781566568029		Summer without Dawn	Agop	Hacikyan	Christina Le Vernoy	Joyce Bailey	Interlink	Fiction	20	Mar	2010	French	Canada	Jean-Yves Soucy;		Male	Both
9781933372419		Have-Nots	Katharina	Hacker	Helen	Atkins	Europa Editions	Fiction	14.95	Feb	2008	German	Germany			Female	Female
9781852429836		Wedding at Auschwitz	Erich	Hackl	Martin	Chalmers	Serpent's Tail	Fiction	14.95	Apr	2010	German	Austria			Male	Male
9781940953205		Rochester Knockings: A Novel of the Fox Sisters	Hubert	Haddad	Jennifer	Grotz	Open Letter	Fiction	16.95	Oct	2015	French	France			Male	Female
9781932195620		Invitation to a Secret Feast	Joumana	Haddad	Khaled	Mattawa	Tupelo Press	Poetry	16.95	May	2008	Arabic	Lebanon			Female	Male
9780815610373		Chronicles of Majnun Layla and Selected Poems	Qassim	Haddad	Ferial	Ghazoul	Syracuse University Press	Poetry	14.95	Sep	2014	Arabic	Bahrain	John Verlenden;		Male	Both
9780914671466		Angel of Oblivion 	Maja	Haderlap	Tess	Lewis	Archipelago	Fiction	18	Aug	2016	German	Austria			Female	Female
9781590517048		Blood Brothers	Ernst	Haffner	Michael	Hofmann	Other Press	Fiction	14.95	Mar	2015	German	Germany			Male	Male
9780062293473		Taste of Apple Seeds	Katharina	Hagena	Jamie Lee	Bulloch	William Morrow	Fiction	15.99	Feb	2014	German	Germany			Female	Male
9781628736496		Rustic Garden Projects: Step-By-Step Backyard Decor from Trellises to Tree Swings	Marianne Svard	Haggvik	Anette	Cantagallo	Skyhorse	Nonfiction	24.95	May	2014	Swedish	Sweden				
9781612183909		Bitter Drink	F.G.	Haghenbeck	Tanya	Huntington	AmazonCrossing	Fiction	14.95	Jul	2012	Spanish	Mexico			Male	Female
9781451632835		Secret Book of Frida Kahlo	F.G.	Haghenbeck	Achy	Obejas	Atria	Fiction	15	Sep	2012	Spanish	Mexico			Male	Female
9780811221603		Iceland	Sakutaro	Hagiwara	Hiroaki	Sato	New Directions	Poetry	10.95	Jun	2014	Japanese	Japan			Male	Male
7184		Shorter Days	Anna Katharina	Hahn	Anne	Posten	Frisch & Co.	Fiction	6.99	Sep	2014	German	Germany			Female	Female
9780924047732		Ashes in Love	Oscar	Hahn	James	Hoggard	Host Publications	Poetry	15	Jun	2009	Spanish	Chile			Male	Male
36		Song of Shadows	Xiao	Hai	Zhu	Yu	Restless Books	Poetry	9.99	Jan	2014	Chinese	China			Male	Female
9781850772903		Zainab	Mohammed Hussein	Haikal	??	??	Darf Publishers	Fiction	18.99	Apr	2017	Arabic	Egypt			Male	
9781628970654		Republic of Uzupis		Hailji	Bruce	Fulton	Dalkey Archive	Fiction	17.95	Oct	2014	Korean	Korea		Ju-Chan Fulton;	Male	Both
9780821420232		Conscript	Gebreyesus	Hailu	Ghirmai	Negash	Ohio University Press	Fiction	14.95	Nov	2012	Tigrinya	Eritrea			Male	Male
9781848614413		Stigmata	Gezim	Hajdari	Cristina	Viti	Shearsman Books	Poetry	18	Nov	2016	Italian	Albania			Male	Female
9781938334276		Tree Whose Name I Don't Know	Golan	Haji	Stephen	Watts	Midsummer Night's Press	Poetry	14.95	Oct	2017	Arabic	Syria		Golan Haji;	Male	Male
9788090535718		Rustic Baroque	Jiri	Hajicek	Gale	Kirking	Real World Press	Fiction	14.99	Nov	2012	Czech	Czech Republic			Male	Male
9781628971187		Good Family	Seo	Hajin	Ally	Hwang	Dalkey Archive	Fiction	18	Dec	2015	Korean	Korea		Amy Smith;	Female	Female
9788086264301		Of Kids and Parents	Emil	Hakl	Marek	Tomin	Twisted Spoon Press	Fiction	15	Sep	2008	Czech	Czech Republic			Male	Male
9780863567872		Syria Speaks	Malu	Halasa	Nawara	Mahfoud	Saqi	Fiction	18.95	Oct	2014	Arabic	Syria			Female	Female
9781590517598		Mon Amie Americaine	Michele	Halberstadt	Bruce	Benderson	Other Press	Fiction	14.95	Apr	2016	French	France			Female	Male
9781605981185		Pianist in the Dark	Michele	Halberstadt	Andrew	Litvak	Pegasus	Fiction	22	Jul	2011	French	France			Female	Male
9780691158518		Maimonides: Life and Thought	Moshe	Halbertal	Joel	Linsider	Princeton	Nonfiction	35	Nov	2013	Hebrew	Israel				
9780804771665		Jewish Voice from Ottoman Salonica: The Ladino Memoir of Sa'adi Besalel a-Levi	Sa'adi ben Besalel	Halevi	Isaac	Jerusalmi	Stanford University Press	Nonfiction	50	Jan	2012	Ladino	Greece				
9781934137826		Monastery	Eduardo	Halfon	Lisa	Dillman	Bellevue Literary Press	Fiction	14.95	Oct	2014	Spanish	Guatemala		Daniel Hahn;	Male	Both
9781934137536		Polish Boxer	Eduardo	Halfon	Daniel	Hahn	Bellevue Literary Press	Fiction	14.95	Oct	2012	Spanish	Guatemala		Ollie Brock & Thomas Bunstead Lisa Dillman & Anne McLean;	Male	Both
9780199739882		Formation of the Babylonian Talmud	David Weiss	Halivni	Jeffrey	Rubenstein	Oxford University Press	Nonfiction	65	Aug	2013	Hebrew	Israel				
9781938604362		European Trash (Fourteen Ways to Remember a Father)	Ulf Peter	Hallberg	Erland	Anderson	DISQUIET	Fiction	16	Jul	2013	Swedish	Sweden		Ingrid Cassady;	Male	Both
9780307394835		Mary of Nazareth	Marek	Halter	Howard	Curtis	Crown	Fiction	24	Apr	2008	French	France			Male	Male
9781592642168		Messiah	Marek	Halter	Lauren	Yoder	Toby Press	Fiction	24.95	Apr	2008	French	France			Male	Male
9781491244234		Crimson Fog	Paul	Halter	John	Pugmire	Locked Room International	Fiction	19.99	Dec	2013	French	France			Male	Male
9781518668753		Death Invites You	Paul	Halter	John	Pugmire	Locked Room International	Fiction	19.99	Feb	2016	French	France			Male	Male
9781497336834		Invisible Circle	Paul	Halter	John	Pugmire	Locked Room International	Fiction	19.99	Jul	2014	French	France			Male	Male
9781545568125		Madman's Room	Paul	Halter	John	Pugmire	Locked Room International	Fiction	19.99	Aug	2017	French	France			Male	Male
9781511939928		Phantom Passage	Paul	Halter	John	Pugmire	Locked Room International	Fiction	19.99	Aug	2015	French	France			Male	Male
9781502301819		Picture from the Past	Paul	Halter	John	Pugmire	Locked Room International	Fiction	19.99	Jan	2015	French	France			Male	Male
9781539139355		Vampire Tree	Paul	Halter	John	Pugmire	Locked Room International	Fiction	19.99	Dec	2016	French	France			Male	Male
9781616956813		Cruel Is the Night	Karo	Hamalainen	Owen	Witesman	Soho Press	Fiction	25.95	Apr	2017	Finnish	Finland			Male	Male
9781931896443		Baghdad, Mon Amour	Salah Al	Hamdani	Sonia	Alland	Curbstone	Poetry	15	Apr	2008	French	Iraq			Male	Female
9789774168482		Bled Dry	Abdelilah	Hamdouchi	Benjamin	Smith	American University at Cairo	Fiction	17.95	Sep	2017	Arabic	Morocco			Male	Male
9789774161506		Final Bet	Abdelilah	Hamdouchi	Jonathan	Smolin	American University at Cairo	Fiction	17.95	May	2008	Arabic	Morocco			Male	Male
9789774167515		Whitefly	Abdelilah	Hamdouchi	Jonathan	Smolin	Hoopoe	Fiction	14.95	Mar	2016	Arabic	Morocco			Male	Male
9781859641149		So That You Can Know Me	Yasmin	Hameed	various	various	Garnet Publishing	Fiction	15.95	Jan	2009	Various	Pakistan			Female	Both
9781632862976		Girl in the Ice	Lotte	Hammer	Paul	Norlen	Bloomsbury	Fiction	26	Nov	2015	Danish	Denmark	Soren Hammer;		Both	Male
9780312656645		Hanging	Lotte	Hammer	Ebba	Segerberg	Minotaur	Fiction	24.99	Jun	2013	Danish	Denmark	Soren Hammer;		Both	Female
9781632867490		Lake	Lotte	Hammer	Charlotte	Barslund	Bloomsbury	Fiction	28	Jul	2017	Danish	Denmark	Soren Hammer;		Both	Female
9780312656652		Price for Everything	Lotte	Hammer	Ebba	Segerberg	Minotaur	Fiction	26.99	Feb	2015	Danish	Denmark	Soren Hammer;		Both	Female
9781632864857		Vanished	Lotte	Hammer	Martin	Aitken	Bloomsbury	Fiction	26	Sep	2016	Danish	Denmark		Soren Hammer;	Both	Male
9781904738602		Lie	Petra	Hammesfahr	Mike	Mitchell	Bitter Lemon	Fiction	14.95	Apr	2010	German	Germany			Female	Male
9781904738251		Sinner	Petra	Hammesfahr	John	Brownjohn	Bitter Lemon	Fiction	14.95	Feb	2008	German	Germany			Female	Male
9782733821480		My First Atlas: Discovering Our World	Gwenaelle	Hamon	Susan Allen	Maurin	Editions Auzou	Children's	18.95	Sep	2012	Faroese	France				
9781477821114		1988: I Want to Talk with the World	Han	Han	Howard	Goldblatt	AmazonCrossing	Fiction	14.95	Jan	2015	Chinese	China			Male	Male
9781555977665		Impossible Fairy Tale	Yujoo	Han	Janet	Hong	Graywolf	Fiction	16	Mar	2017	Korean	Korea			Female	Female
9780374142315		Don Juan	Peter	Handke	Krishna	Winston	FSG	Fiction	22	Feb	2010	German	Austria			Male	Female
9780374212551		Moravian Night	Peter	Handke	Krishna	Winston	FSG	Fiction	26	Dec	2016	German	Austria			Male	Female
9780857421814		Storm Still	Peter	Handke	Martin	Chalmers	Seagull Books	Fiction	21	Feb	2014	German	Austria			Male	Male
9781906497736		Till Day You Do Part or A Question of Light	Peter	Handke	Mike	Mitchell	Seagull Books	Fiction	12	Dec	2010	French	Austria			Male	Male
9782733819470		Rosey Posey Is Not Dirty!	Virginie	Hanna	Susan Allen	Maurin	Editions Auzou	Children's	6.95	Apr	2012	French	France				
9782733819463		Shelby the Flying Snail	Virginie	Hanna	Susan Allen	Maurin	Editions Auzou	Children's	6.95	Apr	2012	French	France				
9781250100856		This House Is Mine	Dorte	Hansen	Anne	Stokes	St. Martin's	Fiction	26.99	Nov	2016	German	Germany			Female	Female
9781612183473		Celtic Conspiracy	Thore	Hansen	Anne	Adams	AmazonCrossing	Fiction	14.95	May	2012	German	Germany			Male	Female
9781542046558		Valley of Terror	Zhou	Haohui	Bonnie	Huie	AmazonCrossing	Fiction	14.95	Aug	2017	Chinese	China			Male	Female
9780857425010		Blue Venom and Forbidden Incense	Syed Shamsul	Haq	Saugata	Ghosh	Seagull Books	Fiction	21.50	Jun	2018	Bengali	Bangladesh		Arunava Sinha;	Male	Male
9780985612276		Guarding the Air	Gunnar	Harding	Roger	Greenwald	Black Widow Press	Poetry	24	Mar	2014	Swedish	Sweden			Male	Male
9782733812334		Dancers of the World	Aurelia	Hardy	Susan Allen	Maurin	Editions Auzou	Children's	19.95	Oct	2012	French	France				
9781933633374		Confessions of Noa Weber	Gail	Hareven	Dalya	Bilu	Melville House	Fiction	16.95	Feb	2009	Hebrew	Israel			Female	Female
9781940953038		Lies, First Person	Gail	Hareven	Dalya	Bilu	Open Letter	Fiction	15.95	Feb	2015	Hebrew	Israel			Female	Female
9781583228715		Others	Siba al	Harez	Marilyn	Booth	Seven Stories Press	Fiction	24.95	Apr	2009	Arabic	Saudi Arabia			Female	Female
9780720618457		Apothecary Melchior and the Ghost of Rataskaevu Street	Indrek	Hargla	Christopher	Moseley	Peter Owen Publishers	Fiction	15.95	Nov	2016	Estonian	Estonia			Male	Male
9781937693336		Of Children and Adolescents	Stylianos	Harkianakis	Peter	Bien	Red Dragonfly Press	Poetry	15	Apr	2013	Greek	Greece			Male	Male
9780720618440		Apothecary Melchior and the Mystery of St. Olaf's Church	Indrek	Harkla	Adam	Cullen	Peter Owen Publishers	Fiction	16.95	Feb	2016	Estonian	Estonia			Male	Male
9781503943995		Burnt Land	Tua	Harno	Kristian	London	AmazonCrossing	Fiction	14.95	Mar	2017	Finnish	Finland			Female	Male
9780838757345		Cipango	Tomas	Harris	Daniel	Shapiro	Bucknell University Press	Poetry	44.50	Dec	2009	Spanish	Chile			Male	Male
9780316182881		172 Hours on the Moon	Johan	Harstad	Tara	Chace	Little, Brown	Children's	17.99	Apr	2012	Norwegian	Norway				
9781609801359		Buzz Aldrin, What Happened to You in All the Confusion?	Johan	Harstad	Deborah	Dawkin	Seven Stories Press	Fiction	30	Jun	2011	Norwegian	Norway			Male	Female
9781503950658		Grave Intent	Alexander	Hartung	Steve	Anderson	AmazonCrossing	Fiction	14.95	Jan	2016	German	Germany			Male	Male
9781477826072		Until the Debt Is Paid	Alexander	Hartung	Steve	Anderson	AmazonCrossing	Fiction	10.99	Nov	2014	German	Germany			Male	Male
9780307267207		In Praise of the Unfinished	Julia	Hartwig	John	Carpenter	Knopf	Poetry	25	Mar	2008	Polish	Poland		Bogdana Carpenter;	Female	Both
9780810126787		It Will Return	Julia	Hartwig	John	Carpenter	Northwestern University Press	Poetry	16.95	Apr	2010	Polish	Poland		Bogdana Carpenter;	Female	Both
9781564785817		Am I a Redundant Human Being?	Mela	Hartwig	Kerri	Pierce	Dalkey Archive	Fiction	13.95	Aug	2010	German	Austria			Female	Female
9781442223295		Korean War	Wada	Haruki	Frank	Baldwin	Rowman and Littlefield	Nonfiction	44	Nov	2013	Japanese	Japan				
9781501154799		Affections	Rodrigo	Hasbun	Sophie	Hughes	Simon & Schuster	Fiction	23	Sep	2017	Spanish	Bolivia			Male	Female
9788024620138		Behind the Lines	Jaroslav	Hasek	Michael	Corner	Karolinum Press	Fiction	25	Oct	2012	Czech	Czech Republic			Male	Male
9781847673008		Orphans of Eldorado	Milton	Hatoum	John	Gledson	Canongate	Fiction	14.95	May	2012	Portuguese	Brazil			Male	Male
9781503951020		First There Was Silence	Leonie	Haubrich	Ruth Gentes	Krawczyk	AmazonCrossing	Fiction	14.95	Jan	2016	German	Germany			Female	Female
9781935210801		Luminous Spaces	Olav	Hauge	Olav	Grinde	White Pine	Poetry	22	May	2016	Norwegian	Norway			Male	Male
9781556592881		Dream We Carry	Olav H.	Hauge	Robert	Bly	Copper Canyon	Poetry	18	Oct	2008	Norwegian	Norway	Robert Hedin;		Male	Male
9781927040638		Meditations on Georges de La Tour	Paal-Helge	Haugen	Roger	Greenwald	Book*hug	Poetry	18	May	2013	Norwegian	Norway			Male	Male
9781503945845		Black Tongue	Marko	Hautala	Jenni	Salmi	AmazonCrossing	Fiction	14.95	Sep	2015	Finnish	Finland			Male	Female
9781908276032		Open Door	Iosi	Havilio	Beth	Fowler	And Other Stories	Fiction	15.95	Sep	2013	Spanish	Argentina			Male	Female
9781908276247		Paradises	Iosi	Havilio	Beth	Fowler	And Other Stories	Fiction	15.95	Oct	2013	Spanish	Argentina			Male	Female
9781911508045		Petite Fleur	Iosi	Havilio	Lorna	Scott-Fox	And Other Stories	Fiction	13.95	Oct	2017	Spanish	Argentina			Male	Female
9781421536453		Ouroboros Wave	Jyouji	Hayashi	Jim	Hubbert	Viz Media	Fiction	14.99	Nov	2010	Japanese	Japan			Male	Male
9781781685891		People's History of the French Revolution	Eric	Hazan	David	Fernbach	Verso	Nonfiction	29.95	Sep	2014	French	France				
9780231166010		Remains of Life	Wu	He	Michael	Berry	Columbia University Press	Fiction	28	Apr	2017	Chinese	Taiwan			Male	Male
9780789211279		Grand Medieval Bestiary: Animals in Illuminated Manuscripts	Christian	Heck	John	Goodman	Abbeville	Nonfiction	135	Dec	2012	French	France				
9780805092653		Eden	Yael	Hedaya	Jessica	Cohen	Metropolitan	Fiction	30	Nov	2010	Hebrew	Israel			Female	Female
9781564787163		Best of Contemporary Fiction from Georgia	Elizabeth	Heighway	various	various	Dalkey Archive	Fiction	17.95	May	2012	Georgian	Georgia			Both	Both
9780983148067		Warmth of a Taxidermied Animal	Tytti	Heikkinen	Niina	Pollari	Action Books	Poetry	16	Nov	2013	Finnish	Finland			Female	Female
9780805077681		Settlement	Christoph	Hein	Philip	Boehm	Metropolitan	Fiction	26	Sep	2008	German	Germany			Male	Male
9783791370866		13 Painters Children Should Know	Florian	Heine	Cynthia	Hall	Prestel	Children's	14.95	Oct	2012	German	Germany				
9781903517987		Good Hope	William	Heinesen	W. Glyn	Jones	Dedalus Books	Fiction	19.99	Nov	2011	Danish	Faroe Islands			Male	Male
9781907650079		Mother Pleiades	William	Heinesen	W. Glyn	Jones	Dedalus Books	Fiction	13.99	Mar	2012	Danish	Faroe Islands			Male	Male
9781583672891		Introduction to the Three Volumes of Karl Marx's Capital	Michael	Heinrich	Alexander	Locascio	Monthly Review	Nonfiction	15.95	Jun	2012	German	Germany				
9781604693829		Manual of Seed Saving: Harvesting, Storing, and Sowing Techniques for Vegetables, Herbs, and Fruits	Andrea	Heistinger	Ian	Miller	Timber	Nonfiction	39.95	Sep	2013	German	Austria				
9780316049443		Dwarves	Markus	Heitz	Ann	Spencer	Orbit	Fiction	15.99	Jul	2009	German	Germany			Male	Female
9781555977849		Across the China Sea	Gaute	Heivoll	Nadia	Christensen	Graywolf	Fiction	16	Sep	2017	Norwegian	Norway			Male	Female
9781555976613		Before I Burn	Gaute	Heivoll	Don	Bartlett	Graywolf	Fiction	26	Jan	2014	Norwegian	Norway			Male	Male
9781926845487		End of the Story	Liliana	Heker	Andrea	Labinger	Biblioasis	Fiction	16.95	May	2012	Spanish	Argentina			Female	Female
9780300198041		Please Talk to Me	Liliana	Heker	Alberto	Manguel	Yale University Press	Fiction	16	May	2015	Spanish	Argentina		Miranda France;	Female	Male
9781908323903		This Place Holds No Fear	Monika	Held	Anne	Posten	Haus	Fiction	22.95	Apr	2015	German	Germany			Female	Female
9781611090246		Chaperoned	Dora	Heldt	Jamie Lee	Searle	AmazonCrossing	Fiction	14.95	Jul	2012	German	Germany			Female	Female
9781611090222		Inseparable	Dora	Heldt	Jamie Lee	Searle	AmazonCrossing	Fiction	14.95	Dec	2011	German	Germany			Female	Female
9781611090093		Life after Forty	Dora	Heldt	Jamie Lee	Searle	AmazonCrossing	Fiction	13.95	Apr	2011	German	Germany			Female	Female
9781611090208		Tidal Shift	Dora	Heldt	Jamie Lee	Searle	AmazonCrossing	Fiction	14.95	May	2013	German	Germany			Female	Female
9781593766337		This Should Be Written in the Present Tense	Helle	Helle	Martin	Aitken	Soft Skull	Fiction	15.95	Jan	2016	Danish	Denmark			Female	Male
9781582436258		Gush	Yo	Hemmi	Giles	Murray	Counterpoint	Fiction	25	Aug	2010	Japanese	Japan			Male	Male
9781564785435		Best European Fiction 2010	Aleksandar	Hemon	various	various	Dalkey Archive	Fiction	15.95	Jan	2010	Various				Male	Both
9781564786005		Best European Fiction 2011	Aleksandar	Hemon	various	various	Dalkey Archive	Fiction	17.95	Nov	2010	Various				Male	Both
9781564786807		Best European Fiction 2012	Aleksandar	Hemon	various	various	Dalkey Archive	Fiction	17.95	Nov	2011	Various				Male	Both
9781564787927		Best European Fiction 2013	Aleksandar	Hemon	various	various	Dalkey Archive	Fiction	16	Nov	2012	Various				Male	Both
9781442643376		Unfolding of Words: Commentary in the Age of Erasmus	Judith Rice	Henderson	Karen	Mak	University of Toronto Press	Nonfiction	65	Dec	2012	French					
9780985041632		Lizard Telepathy, Fox Telepathy	Yoshinori	Henguchi	David Michael	Ramirez	Chin Music Press	Poetry	20	Jul	2013	Japanese	Japan			Male	Male
9781477827512		Elven	Bernhard	Hennen	Edwin	Miles	AmazonCrossing	Fiction	14.95	Aug	2015	German	Germany	James Sullivan;		Male	Male
9781503949119		Elven Winter	Bernhard	Hennen	Edwin	Miles	AmazonCrossing	Fiction	14.95	Jan	2018	German	Germany			Male	Male
9780810131262		Incarnation	Michel	Henry	Karl	Hefty	Northwestern University Press	Nonfiction	29.95	Jun	2015	French	France				
9780745662275		Cultures of Mediatization	Andreas	Hepp	Keith	Tribe	Polity Books	Nonfiction	22.95	Nov	2012	German	Germany				
9781555977993		Tomb Song	Julian	Herbert	Christina	MacSweeney	Graywolf	Fiction	16	Mar	2018	Spanish	Mexico			Male	Female
9781848613096		Third Shore: Chinese and English-Language Poets in Mutual Translation	W. N.	Herbert	various	various	Shearsman Books	Poetry	20	Sep	2013	Chinese	China			Male	Both
9781933675824		Les Trophees	Jose Maria	Heredia	John	Anson	Dos Madres Press	Poetry	18	Apr	2013	French	France			Male	Male
9780857455901		Culture in Dark Times: Nazi Fascism, Inner Emigration, and Exile	Jost	Hermand	Victoria	Hill	Berghahn Books	Nonfiction	80	Dec	2012	German	Germany				
9781944608040		Herr Faustini Takes a Trip: The Challenge of Happiness	Wolfgang	Hermann	Rachel	Hildebrand	KBR Digital Publishing	Fiction	11	Dec	2015	German	Austria			Male	Female
9781944608293		Paris Berlin New York / The Color of the City	Wolfgang	Hermann	Mark	Miscovich	KBR Publishers	Fiction	0	Dec	2016	German	Austria			Male	Male
9780312577865		Tulip Virus	Danielle	Hermans	David	MacKay	Minotaur	Fiction	24.99	Apr	2010	Dutch	Netherlands			Female	Male
9781590200629		Darkroom of Damocles	Willem Frederik	Hermans	Ina	Rilke	Overlook	Fiction	27.95	Jun	2008	Dutch	Netherlands			Male	Female
9781455523870		Devil's Sanctuary	Maire	Hermanson	Neil	Smith	Grand Central	Fiction	15	Sep	2013	Swedish	Sweden			Female	Male
9781781680735		Narcoland: The Mexican Drug Lords and Their Godfathers	Anabel	Hernandez	Iain	Bruce	Verso	Nonfiction	26.95	Sep	2013	Spanish	Mexico				
9780978691400		Sangama: A Story of the Amazon Jungle	Arturo	Hernandez	Raymond	Enstam	Quaestor	Fiction	14.95	Oct	2014	Spanish	Peru			Male	Male
9789681685942		Sun, Stone, and Shadows: 20 Great Mexican Short Stories	Jorge	Hernandez	various	various	Fondo de Cultura Economica	Fiction	10	Jun	2008	Spanish	Mexico			Both	Both
9780983322061		School of Solitude	Luis	Hernandez	Anthony	Guest	Swan Isle Press	Poetry	20	Aug	2015	Spanish	Peru			Male	Male
9781590176290		Miguel Hernandez	Miguel	Hernandez	Don	Share	New York Review Books	Poetry	12.95	Apr	2013	Spanish	Spain			Male	Male
9788494365874		Escape Attempt	Miguel Angel	Hernandez	Rhett	McNeil	Hispabooks Publishing	Fiction	16.95	Apr	2016	Spanish	Spain			Male	Male
9789568681456		They Have Fired Her Again	Claudia	Hernández	Aarón	Lacayo	Sangria	Fiction	15	Mar	2016	Spanish	El Salvador			Female	Male
9781848613348		Selected Poems	Fernando de	Herrera	Luis	Ingelmo	Shearsman Books	Poetry	17	Mar	2014	Spanish	Spain		Michael Smith;	Male	Male
9780982786062		Always Rebellious	Georgina	Herrera	Maria	Rodriguez-Alcala	Cubanabooks	Poetry	15.95	Nov	2014	Spanish	Cuba			Female	Female
9781908276926		Kingdom Cons	Yuri	Herrera	Lisa	Dillman	And Other Stories	Fiction	13.95	Jun	2017	Spanish	Mexico			Male	Female
9781908276421		Signs Preceding the End of the World	Yuri	Herrera	Lisa	Dillman	And Other Stories	Fiction	15.95	Mar	2015	Spanish	Mexico			Male	Female
9781908276728		Transmigration of Bodies	Yuri	Herrera	Lisa	Dillman	And Other Stories	Fiction	13.95	Jul	2016	Spanish	Mexico			Male	Female
9781786580207		Cleaner	Elisabeth	Herrmann	Bradley	Schmidt	Manilla	Fiction	12.95	Jul	2017	German	Germany			Female	Male
9781681372013		Sand	Wolfgang	Herrndorf	Tim	Mohr	New York Review Books	Fiction	17.95	Jun	2018	German	Germany			Male	Male
9780545481809		Why We Took the Car	Wolfgang	Herrndorf	Tim	Mohr	Scholastic	Children's	17.99	Jan	2014	German	Germany				
9780545586368		Why We Took the Car	Wolfgang	Herrndorf	Tim	Mohr	Scholastic	Children's	17.99	Jan	2014	German	Germany				
9781101874028		War and Turpentine	Stefan	Hertmans	David	McKay	Pantheon	Fiction	26.95	Aug	2016	Dutch	Belgium			Male	Male
9781503943001		Trail of Miracles	Smadar	Herzfeld	Aloma	Halter	AmazonCrossing	Fiction	14.95	May	2017	Hebrew	Israel			Female	Female
9781770411289		So Long Marianne	Kari	Hesthamar	Helle	Goldman	ECW Press	Fiction	24.95	Jun	2014	Norwegian	Norway			Female	Female
9780765378804		Hex	Thomas Olde	Heuvelt	Nancy	Forest-Flier	Tor	Fiction	25.99	May	2016	Dutch	Netherlands			Male	Female
9780996705615		Something Else	Ingmar	Heytze	Robert	Perry	Dutch Poets Press	Poetry	16	Jul	2017	Dutch	Netherlands	Saskia Stehouwer Joel Thomas Katz;		Both	Male
9781250097590		Three Envelopes	Nir	Hezroni	Steven	Cohen	St. Martin's	Fiction	24.99	Apr	2017	Hebrew	Israel			Male	Male
9781910633137		Defenceless	Kati	Hiekkapelto	David	Hackston	Orenda	Fiction	14.95	Apr	2016	Finnish	Finland			Female	Male
9781910633519		Exiled	Kati	Hiekkapelto	David	Hackston	Orenda	Fiction	14.95	Feb	2017	Finnish	Finland			Female	Male
9781909807563		Hummingbird	Kati	Hiekkapelto	David	Hackston	Arcadia	Fiction	21	Jun	2015	Finnish	Finland			Female	Male
9780312375065		Devotion of Suspect X	Keigo	Higashino	Alexander O.	Smith	Minotaur	Fiction	24.99	Feb	2011	Japanese	Japan		Elye J. Alexander;	Male	Male
9781250035608		Malice	Keigo	Higashino	Alexander	Smith	Minotaur	Fiction	24.99	Oct	2014	Japanese	Japan			Male	Male
9781250027924		Midsummer's Equation	Keigo	Higashino	Alexander	Smith	Minotaur	Fiction	25.99	Feb	2016	Japanese	Japan			Male	Male
9781942993834		Name of the Game Is a Kidnapping	Keigo	Higashino	Jan Mitsuko	Cash	Vertical	Fiction	22.95	Feb	2017	Japanese	Japan			Male	Female
9780312600686		Salvation of a Saint	Keigo	Higashino	Alexander O.	Smith	Minotaur	Fiction	24.99	Oct	2012	Japanese	Japan		Elye Alexander;	Male	Male
9781250036278		Salvation of a Saint	Keigo	Higashino	Alexander	Smith	Minotaur	Fiction	15.99	Sep	2014	Japanese	Japan			Male	Male
9781250105790		Under the Midnight Sun	Keigo	Higashino	Alexander	Smith	Minotaur	Fiction	26.99	Nov	2016	Japanese	Japan		Joseph Reeder;	Male	Male
9780892554188		Life's Good, Brother	Nazim	Hikmet	Mutlu Konuk	Blasing	Persea	Fiction	17.95	Jan	2013	Turkish	Turkey			Male	Female
