ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,4,"37,644",10,"92,564",10,0,0,0,0,0,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,5,"63,185",10,"150,121",10,0,0,0,0,52,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,6,"79,106",10,"192,138",10,0,0,0,0,107,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,7,"74,003",10,"177,889",10,0,0,0,0,76,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,8,"56,110",10,"140,651",10,0,0,0,0,79,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,9,"54,279",10,"123,531",10,0,0,0,0,97,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,10,"59,262",10,"158,692",10,0,0,0,0,128,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,11,"33,606",10,"99,485",10,0,0,0,0,40,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,12,"27,615",10,"67,639",10,0,0,0,0,45,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2021,"590,334",120,"1,452,533",120,0,0,0,0,624,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,1,"26,793",0,"123,873",0,0,"1,268",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,2,"31,316",0,"164,763",0,0,"2,365",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,3,"38,402",0,"213,979",0,0,"3,436",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,4,"39,597",0,"224,404",0,0,"3,780",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,5,"40,064",0,"224,239",0,0,"3,709",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,6,"37,029",0,"202,960",0,0,"3,284",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,7,"29,502",0,"165,856",0,0,"2,742",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,8,"18,765",0,"118,332",0,0,"2,331",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,9,"21,721",0,"135,179",0,0,"2,585",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,10,"23,448",0,"150,184",0,0,"2,975",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,11,"23,187",0,"144,998",0,0,"2,846",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,12,"19,033",0,"111,872",0,0,"1,972",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2021,"348,857",0,"1,980,639",0,0,"33,293",0,0,0,0,0
Redwood NP,REDW,National Park,Pacific West ,CA,2021,1,"19,790",902,"71,307",902,0,0,39,0,95,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,2,"19,708",902,"70,182",902,0,0,20,0,56,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,3,"20,645",902,"83,286",902,0,0,198,0,513,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,4,"24,290",902,"98,193",902,0,0,147,0,613,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,5,"43,346",902,"182,756",902,0,0,461,0,"1,444",0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,6,"53,024",902,"234,347",902,0,0,705,0,"2,268",0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,7,"56,573",902,"254,764",902,0,0,901,0,"2,605",0,35,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,8,"58,121",902,"251,907",902,0,0,537,0,"2,190",0,65,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,9,"57,927",902,"232,005",902,0,0,525,0,"1,361",0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,10,"38,708",902,"152,894",902,0,0,201,0,650,0,160,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,11,"23,828",902,"91,373",902,0,0,166,0,331,0,40,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Redwood NP,REDW,National Park,Pacific West ,CA,2021,12,"19,919",902,"72,833",902,0,0,40,0,145,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2021,"435,879","10,824","1,795,847","2,724",0,0,"3,940",0,"12,271",0,300
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,1,"140,715",90,"851,443",90,0,0,198,186,63,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,2,"133,771",50,"810,674",50,0,0,186,273,44,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,3,"155,819",80,"948,528",80,0,0,435,351,65,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,4,"183,792",70,"1,146,432",70,0,0,"1,278","1,311",141,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,5,"335,060",490,"2,145,577",490,0,0,"3,915","2,562","1,974",0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,6,"671,232","1,400","4,420,483","1,400",0,0,"11,589","6,144","6,835",0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,7,"904,767","2,050","5,917,081","2,050",0,0,"12,606","5,985","11,939",0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,8,"746,343","2,300","4,933,373","2,300",0,0,"12,447","5,784","10,226",0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,9,"521,233","1,500","3,453,144","1,500",0,0,"8,730","5,445","6,184",0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,10,"352,736",560,"2,247,489",560,0,0,"3,627","2,805","1,760",0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,11,"164,992",100,"1,018,095",100,0,0,708,948,103,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,12,"124,388",60,"756,010",60,0,0,201,354,50,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2021,"4,434,848","8,750","28,648,329","26,250",0,0,"55,920","32,148","39,384",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,1,"186,505","243,141","215,745","243,141",0,0,0,0,258,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,2,"177,726","234,824","205,952","234,824",0,0,0,0,409,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,3,"201,010","260,792","240,706","260,792",0,0,0,0,"1,003",0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,4,"124,267","249,810","164,437","249,810",0,0,0,0,851,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,5,"37,630","365,777","84,700","365,777",0,0,0,0,300,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,6,"19,808","345,032","44,080","345,032",0,0,0,0,71,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,7,"38,297","336,644","67,334","336,644",0,0,0,0,38,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,8,"37,217","177,884","71,114","177,884",0,0,0,0,34,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,9,"39,172","174,463","75,056","174,463",0,0,0,0,155,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,10,"56,615","182,202","109,264","182,202",0,0,0,0,437,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,11,"72,714","175,693","122,176","175,693",0,0,0,0,290,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,12,"88,825","184,824","153,308","184,824",0,0,0,0,169,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2021,"1,079,786","2,931,086","1,553,872","732,770",0,0,0,0,"4,015",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,1,"65,177","1,587","312,850","1,587",0,0,0,0,224,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,2,"54,162","1,007","259,976","1,007","2,611",0,948,328,322,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,3,"79,431","1,367","381,268","1,367","6,421",0,941,716,492,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,4,"103,101",672,"3,752,891",672,"5,946",0,"5,400","1,609",848,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,5,"134,360",661,"4,890,693",661,"5,811",0,"13,788","4,360","1,010",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,6,"162,201",663,"5,985,204",663,"3,196",0,"21,064","4,605","9,178",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,7,"182,423","1,087","6,731,401","1,087","7,130",0,"22,327","4,194","8,974",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,8,"155,567",956,"5,662,629",956,"6,811",0,"21,430","3,619","9,649",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,9,"50,597",840,"1,841,729",840,"2,666",0,"5,183","2,916","2,351",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,10,"22,545",685,"820,637",685,0,0,0,0,0,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,11,"25,406",805,"924,774",805,0,0,130,45,70,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,12,"24,578","1,303","117,972","1,303",0,0,32,64,37,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2021,"1,059,548","11,633","31,682,024","46,532","40,592",0,"91,243","22,456","33,155",0,0
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,1,"37,588",56,"93,644",56,170,0,0,0,633,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,2,"9,991",56,"30,102",56,82,0,0,0,358,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,3,"76,682",98,"357,098",98,"1,684",0,"1,845",864,"2,798",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,4,"117,830","1,260","856,213","1,260","3,802",0,"8,172","4,587","7,858",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,5,"152,924","1,414","1,504,136","1,414","6,474",0,"18,891","9,948","13,436",0,26,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,6,"162,890","1,260","1,693,064","1,260","8,652",0,"23,373","11,367","12,467",0,47,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,7,"198,114","1,414","1,612,672","1,414","6,922",0,"22,452","10,812","8,344",0,52,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,8,"165,056","1,414","1,310,906","1,414","6,721",0,"18,378","8,805","5,126",0,25,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,9,"161,016","1,260","1,437,334","1,260","7,672",0,"18,606","11,235","7,452",0,26,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,10,"295,326","1,414","1,966,883","1,414","7,978",0,"20,757","17,187","7,452",0,42,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,11,"168,956","1,260","637,072","1,260","4,256",0,"1,275","1,476","2,327",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,12,"45,939",56,"136,604",56,373,0,0,0,573,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2021,"1,592,312","10,962","11,635,728","2,742","54,786",0,"133,749","76,281","68,824",0,218
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,1,"6,866",472,"32,402",472,0,0,11,43,16,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,2,"5,162",472,"23,738",472,0,0,3,19,2,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,3,"15,125",472,"74,207",472,0,0,113,159,13,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,4,"11,993",622,"66,865",622,0,0,232,510,70,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,5,"76,738",623,"263,276",623,0,0,"1,804","1,998",98,0,342,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,6,"150,232",623,"552,161",623,0,0,"3,526","3,658",258,0,"1,078",Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,7,"176,113",622,"611,827",622,0,0,"3,370","3,880",210,0,547,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,8,"157,639",621,"565,092",621,0,0,"3,254","4,436",175,0,438,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,9,"130,018",624,"528,474",624,0,0,"2,851","5,616",109,0,475,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,10,"55,777",483,"173,977",483,0,0,513,"1,623",48,0,152,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,11,"8,235",472,"41,745",472,0,0,62,122,55,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,12,"2,187",472,"10,596",472,0,0,3,32,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2021,"796,085","6,578","2,944,360","2,172",0,0,"15,742","22,096","1,054",0,"3,032"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,1,"21,845","15,352","134,349","15,352",0,0,0,0,0,73,"3,110",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,"323,999","195,361","1,992,595","55,793",0,0,0,0,0,"1,211","43,775"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,2,"22,568","15,296","138,793","15,296",0,0,0,0,0,53,"2,888",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,"323,999","195,361","1,992,595","55,793",0,0,0,0,0,"1,211","43,775"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,3,"26,357","15,534","162,097","15,534",0,0,0,0,0,78,"4,055",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,"323,999","195,361","1,992,595","55,793",0,0,0,0,0,"1,211","43,775"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,4,"33,056","15,676","203,293","15,676",0,0,0,0,0,151,"6,525",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,"323,999","195,361","1,992,595","55,793",0,0,0,0,0,"1,211","43,775"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,5,"32,255","15,667","198,365","15,667",0,0,0,0,0,122,"5,888",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,"323,999","195,361","1,992,595","55,793",0,0,0,0,0,"1,211","43,775"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,6,"36,551","16,509","224,789","16,509",0,0,0,0,0,121,"4,046",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,"323,999","195,361","1,992,595","55,793",0,0,0,0,0,"1,211","43,775"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,7,"35,510","15,092","218,385","15,092",0,0,0,0,0,92,"5,473",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2021,"323,999","195,361","1,992,595","55,793",0,0,0,0,0,"1,211","43,775"
